uni_id	FCA_id	FCA_name	steps_from_Eukaryota
P22557	2759	Eukaryota	0
Q64ET8	9347	Eutheria	18
P42685	2759	Eukaryota	0
Q9P0K9	2759	Eukaryota	0
Q9P2Q2	2759	Eukaryota	0
Q9BZ67	33208	Metazoa	2
O14926	2759	Eukaryota	0
Q12841	6072	Eumetazoa	3
Q6PJ61	2759	Eukaryota	0
P31994	33208	Metazoa	2
P61296	2759	Eukaryota	0
Q9UKA2	2759	Eukaryota	0
O14929	2759	Eukaryota	0
O94927	2759	Eukaryota	0
Q9HCT0	2759	Eukaryota	0
P31371	2759	Eukaryota	0
Q6ZNL6	33154	Opisthokonta	1
B1AJZ9	2759	Eukaryota	0
Q99075	33213	Bilateria	4
Q13045	2759	Eukaryota	0
O75369	2759	Eukaryota	0
Q14315	2759	Eukaryota	0
Q9NZ56	2759	Eukaryota	0
P31512	2759	Eukaryota	0
Q9NZU0	33213	Bilateria	4
P15407	2759	Eukaryota	0
Q04609	2759	Eukaryota	0
P55316	2759	Eukaryota	0
Q5VYV0	2759	Eukaryota	0
Q12948	2759	Eukaryota	0
Q6ZUU3	33154	Opisthokonta	1
A8MTJ6	2759	Eukaryota	0
Q6PIV2	2759	Eukaryota	0
Q0VG06	6072	Eumetazoa	3
Q9BSH5	2759	Eukaryota	0
Q9BXW7	33208	Metazoa	2
Q8IXT1	2759	Eukaryota	0
Q13206	2759	Eukaryota	0
Q6E0U4	33213	Bilateria	4
P25686	2759	Eukaryota	0
Q8WW22	2759	Eukaryota	0
P09172	2759	Eukaryota	0
P06340	2759	Eukaryota	0
Q96N67	2759	Eukaryota	0
Q8NF50	2759	Eukaryota	0
Q9NR33	2759	Eukaryota	0
P51654	2759	Eukaryota	0
Q9NP87	2759	Eukaryota	0
O75487	2759	Eukaryota	0
Q9NZD1	33154	Opisthokonta	1
Q9H095	2759	Eukaryota	0
P42658	33154	Opisthokonta	1
Q04446	2759	Eukaryota	0
P08151	33154	Opisthokonta	1
Q49A26	2759	Eukaryota	0
A6NCC3	6072	Eumetazoa	3
O14653	2759	Eukaryota	0
Q8IZ08	6072	Eumetazoa	3
P51810	33208	Metazoa	2
O15218	2759	Eukaryota	0
Q8NFN8	2759	Eukaryota	0
Q13491	2759	Eukaryota	0
P40197	2759	Eukaryota	0
Q13322	2759	Eukaryota	0
P28676	2759	Eukaryota	0
P16401	2759	Eukaryota	0
Q5JVS0	2759	Eukaryota	0
P29992	2759	Eukaryota	0
P30679	2759	Eukaryota	0
Q14749	33154	Opisthokonta	1
Q9BVP2	2759	Eukaryota	0
Q12967	2759	Eukaryota	0
Q13439	2759	Eukaryota	0
O43555	7742	Vertebrata	8
Q9HD26	33154	Opisthokonta	1
Q9Y3E0	2759	Eukaryota	0
Q5T7V8	2759	Eukaryota	0
Q9NPR9	2759	Eukaryota	0
Q8TDV5	2759	Eukaryota	0
Q9NS66	33208	Metazoa	2
Q9BXC1	2759	Eukaryota	0
Q6NV75	6072	Eumetazoa	3
Q5T848	33154	Opisthokonta	1
O95872	2759	Eukaryota	0
Q99795	2759	Eukaryota	0
Q6NUI2	33208	Metazoa	2
P51674	2759	Eukaryota	0
Q9HCN4	2759	Eukaryota	0
P12544	2759	Eukaryota	0
P51124	2759	Eukaryota	0
Q96I76	33208	Metazoa	2
Q9C091	33154	Opisthokonta	1
P42262	2759	Eukaryota	0
Q9ULK0	2759	Eukaryota	0
P16403	2759	Eukaryota	0
Q99525	2759	Eukaryota	0
Q96MM7	2759	Eukaryota	0
Q8IZP7	2759	Eukaryota	0
Q5VWC8	2759	Eukaryota	0
P02008	2759	Eukaryota	0
Q96CN7	33154	Opisthokonta	1
Q6UWU2	2759	Eukaryota	0
Q8WWB7	33154	Opisthokonta	1
P34897	2759	Eukaryota	0
P19087	2759	Eukaryota	0
I6L899	6072	Eumetazoa	3
H3BPF8	2759	Eukaryota	0
Q92805	2759	Eukaryota	0
A6NDN3	2759	Eukaryota	0
A6NDK9	2759	Eukaryota	0
Q2TAP0	33154	Opisthokonta	1
Q08378	33208	Metazoa	2
Q08AF8	2759	Eukaryota	0
Q3T8J9	2759	Eukaryota	0
F8WBI6	6072	Eumetazoa	3
Q7Z601	2759	Eukaryota	0
P18283	2759	Eukaryota	0
Q9NZI5	2759	Eukaryota	0
Q6ISB3	2759	Eukaryota	0
Q8IZA3	2759	Eukaryota	0
P54840	2759	Eukaryota	0
Q6Y1H2	2759	Eukaryota	0
P49019	33208	Metazoa	2
P13196	2759	Eukaryota	0
Q8TDG4	2759	Eukaryota	0
Q9UHW5	2759	Eukaryota	0
P20718	33213	Bilateria	4
Q4V328	2759	Eukaryota	0
Q9UKJ3	33208	Metazoa	2
P42261	2759	Eukaryota	0
Q13002	2759	Eukaryota	0
Q9Y2Q3	33154	Opisthokonta	1
P78347	2759	Eukaryota	0
P60842	2759	Eukaryota	0
P49915	2759	Eukaryota	0
Q04637	2759	Eukaryota	0
O95843	2759	Eukaryota	0
Q4G148	33208	Metazoa	2
Q02539	2759	Eukaryota	0
Q9UJ83	2759	Eukaryota	0
Q96AB3	33154	Opisthokonta	1
Q9H583	2759	Eukaryota	0
P49773	2759	Eukaryota	0
Q9P298	2759	Eukaryota	0
Q9NQE9	2759	Eukaryota	0
Q68CP4	2759	Eukaryota	0
P63096	2759	Eukaryota	0
Q5JWF2	2759	Eukaryota	0
P08754	2759	Eukaryota	0
A8MTJ3	2759	Eukaryota	0
Q9BYB4	2759	Eukaryota	0
Q9UJJ9	33208	Metazoa	2
Q7Z6J2	2759	Eukaryota	0
P22352	2759	Eukaryota	0
O43424	2759	Eukaryota	0
P06730	2759	Eukaryota	0
Q9UMX6	2759	Eukaryota	0
P25092	33213	Bilateria	4
Q02846	2759	Eukaryota	0
P51841	2759	Eukaryota	0
Q96GX5	2759	Eukaryota	0
Q9Y5Z7	2759	Eukaryota	0
P42858	33208	Metazoa	2
O76003	2759	Eukaryota	0
Q86SX6	2759	Eukaryota	0
P01275	33213	Bilateria	4
Q5SZD4	2759	Eukaryota	0
Q99445	117571	Euteleostomi	11
O15488	2759	Eukaryota	0
P01148	33213	Bilateria	4
P30968	33208	Metazoa	2
Q8N6U8	33208	Metazoa	2
Q6DWJ6	2759	Eukaryota	0
Q9H8Y8	2759	Eukaryota	0
O14626	33213	Bilateria	4
Q8TDV0	33213	Bilateria	4
P55259	2759	Eukaryota	0
Q6UWK7	9347	Eutheria	18
Q8TDU6	33213	Bilateria	4
Q9HC44	2759	Eukaryota	0
P43304	2759	Eukaryota	0
Q92643	2759	Eukaryota	0
P23415	2759	Eukaryota	0
A6NH11	2759	Eukaryota	0
Q96FL9	2759	Eukaryota	0
Q9Y692	33208	Metazoa	2
Q03113	2759	Eukaryota	0
P36959	2759	Eukaryota	0
P09471	2759	Eukaryota	0
Q5T6J7	2759	Eukaryota	0
Q9NYA3	2759	Eukaryota	0
H3BV12	33208	Metazoa	2
Q9UNW8	2759	Eukaryota	0
Q86XS8	2759	Eukaryota	0
Q7Z602	2759	Eukaryota	0
Q9H4A6	2759	Eukaryota	0
Q8TDV2	33208	Metazoa	2
O43292	2759	Eukaryota	0
Q9HCL2	33208	Metazoa	2
P14770	2759	Eukaryota	0
P0CG08	2759	Eukaryota	0
Q92917	2759	Eukaryota	0
P10144	33213	Bilateria	4
P49863	2759	Eukaryota	0
Q9BRR8	2759	Eukaryota	0
Q9NW75	2759	Eukaryota	0
Q8TC17	33154	Opisthokonta	1
Q13588	33154	Opisthokonta	1
Q6IC98	2759	Eukaryota	0
Q8TE85	2759	Eukaryota	0
Q14451	2759	Eukaryota	0
P42263	2759	Eukaryota	0
A4D1Z8	33154	Opisthokonta	1
P78344	2759	Eukaryota	0
Q15056	2759	Eukaryota	0
Q02747	7776	Gnathostomata	9
Q53T59	33208	Metazoa	2
Q75WM6	33213	Bilateria	4
P22492	2759	Eukaryota	0
Q8IYU2	2759	Eukaryota	0
O60243	2759	Eukaryota	0
Q96EW2	2759	Eukaryota	0
Q7Z4Q2	33208	Metazoa	2
P14210	2759	Eukaryota	0
O15347	2759	Eukaryota	0
P55107	2759	Eukaryota	0
Q9HCC8	2759	Eukaryota	0
P31150	2759	Eukaryota	0
P52306	2759	Eukaryota	0
Q17RS7	2759	Eukaryota	0
A6NCL1	33208	Metazoa	2
Q5VTD9	2759	Eukaryota	0
Q7L5D6	2759	Eukaryota	0
O60609	33154	Opisthokonta	1
Q9NZ52	33208	Metazoa	2
Q9BVM4	2759	Eukaryota	0
P30047	33208	Metazoa	2
Q86UU5	33213	Bilateria	4
P36268	2759	Eukaryota	0
P36269	2759	Eukaryota	0
Q9H936	2759	Eukaryota	0
A6NEM1	2759	Eukaryota	0
Q8NCI6	2759	Eukaryota	0
P10075	2759	Eukaryota	0
Q969I3	2759	Eukaryota	0
P34896	2759	Eukaryota	0
Q8NCD3	33213	Bilateria	4
P46976	2759	Eukaryota	0
O15228	33154	Opisthokonta	1
A7E2F4	2759	Eukaryota	0
Q6PRD1	33154	Opisthokonta	1
Q8TDT2	6072	Eumetazoa	3
Q7Z3F1	2759	Eukaryota	0
Q5UAW9	2759	Eukaryota	0
O75953	2759	Eukaryota	0
P24855	33208	Metazoa	2
Q6PKX4	2759	Eukaryota	0
Q1HG44	33154	Opisthokonta	1
Q9Y625	2759	Eukaryota	0
Q9NPB8	2759	Eukaryota	0
Q8N335	2759	Eukaryota	0
Q5VUJ9	33208	Metazoa	2
Q9H6S3	33154	Opisthokonta	1
Q96J88	6072	Eumetazoa	3
Q14674	2759	Eukaryota	0
Q8N693	2759	Eukaryota	0
Q96DF8	2759	Eukaryota	0
Q9NY74	33208	Metazoa	2
Q8IXQ9	2759	Eukaryota	0
O00321	2759	Eukaryota	0
Q6ZN32	2759	Eukaryota	0
Q9Y603	33208	Metazoa	2
Q9NYK6	33208	Metazoa	2
A8MZ36	33154	Opisthokonta	1
P57679	33213	Bilateria	4
Q01844	2759	Eukaryota	0
P34910	6072	Eumetazoa	3
O60447	33208	Metazoa	2
Q99504	2759	Eukaryota	0
Q8WW52	6072	Eumetazoa	3
Q8IYI6	2759	Eukaryota	0
Q9C073	2759	Eukaryota	0
P00488	2759	Eukaryota	0
Q05DH4	2759	Eukaryota	0
P20671	2759	Eukaryota	0
Q9BQ89	33213	Bilateria	4
O00757	2759	Eukaryota	0
Q8NB25	2759	Eukaryota	0
Q3ZCQ3	33213	Bilateria	4
Q7L5A3	2759	Eukaryota	0
H3BQW9	33154	Opisthokonta	1
Q8WUB2	33208	Metazoa	2
Q92800	2759	Eukaryota	0
Q9H0X4	33154	Opisthokonta	1
P81408	33208	Metazoa	2
Q5HY64	2759	Eukaryota	0
Q6ZV65	2759	Eukaryota	0
Q96M60	33208	Metazoa	2
Q6IPT2	33154	Opisthokonta	1
Q9NYF5	2759	Eukaryota	0
Q9NYF3	33154	Opisthokonta	1
P00742	2759	Eukaryota	0
Q8TAV0	2759	Eukaryota	0
Q5VT40	2759	Eukaryota	0
Q8N2R8	33208	Metazoa	2
P0C5Y9	2759	Eukaryota	0
P12104	2759	Eukaryota	0
Q13158	33208	Metazoa	2
Q9UNN5	2759	Eukaryota	0
Q71DI3	2759	Eukaryota	0
Q8IUS5	2759	Eukaryota	0
O95925	33208	Metazoa	2
P42566	2759	Eukaryota	0
P11169	2759	Eukaryota	0
Q12929	33154	Opisthokonta	1
P22732	2759	Eukaryota	0
Q9H1H1	33208	Metazoa	2
O95208	2759	Eukaryota	0
Q9H201	2759	Eukaryota	0
Q14534	2759	Eukaryota	0
Q969X5	2759	Eukaryota	0
Q8TAM6	33213	Bilateria	4
O43414	2759	Eukaryota	0
Q5W0A0	33213	Bilateria	4
Q86X53	33213	Bilateria	4
A1L162	33208	Metazoa	2
Q5RHP9	33208	Metazoa	2
A6NGS2	32525	Theria	17
Q6P6B1	2759	Eukaryota	0
Q7L0X2	33208	Metazoa	2
Q76MJ5	2759	Eukaryota	0
Q96HE7	2759	Eukaryota	0
Q86YB8	2759	Eukaryota	0
Q96DN0	2759	Eukaryota	0
Q9H6T0	2759	Eukaryota	0
Q16134	2759	Eukaryota	0
P13804	2759	Eukaryota	0
P15036	2759	Eukaryota	0
Q9Y2D4	2759	Eukaryota	0
A8MTA8	2759	Eukaryota	0
Q9NQT4	2759	Eukaryota	0
Q96BN6	2759	Eukaryota	0
Q96E09	6072	Eumetazoa	3
A6NMN3	33213	Bilateria	4
Q6P995	33154	Opisthokonta	1
A6NEQ2	33208	Metazoa	2
Q7Z5A8	6072	Eumetazoa	3
Q96KD3	33154	Opisthokonta	1
O94988	2759	Eukaryota	0
Q6ZRV2	33154	Opisthokonta	1
Q96KN4	2759	Eukaryota	0
Q9NVL1	33154	Opisthokonta	1
H0Y354	2759	Eukaryota	0
A1XBS5	33208	Metazoa	2
Q8NCA5	33208	Metazoa	2
Q2M2I3	2759	Eukaryota	0
P21266	2759	Eukaryota	0
Q13822	2759	Eukaryota	0
P49961	2759	Eukaryota	0
Q6ZVH7	2759	Eukaryota	0
B1AK53	2759	Eukaryota	0
Q86US8	2759	Eukaryota	0
Q6NXG1	2759	Eukaryota	0
Q96BH3	33154	Opisthokonta	1
Q9UBP9	2759	Eukaryota	0
Q6UWW8	2759	Eukaryota	0
P41162	2759	Eukaryota	0
P43268	2759	Eukaryota	0
Q9NVM1	32524	Amniota	15
P58658	2759	Eukaryota	0
P49640	2759	Eukaryota	0
Q03828	2759	Eukaryota	0
P22794	33208	Metazoa	2
Q8N7I0	33154	Opisthokonta	1
Q3ZCU0	33208	Metazoa	2
Q9UQ84	2759	Eukaryota	0
Q8N9E0	33208	Metazoa	2
Q9P2D6	2759	Eukaryota	0
Q9NRY5	2759	Eukaryota	0
B1AL88	33208	Metazoa	2
P05160	117571	Euteleostomi	11
Q9NZB2	2759	Eukaryota	0
Q06265	2759	Eukaryota	0
Q9H5Z6	33208	Metazoa	2
Q5T1H1	2759	Eukaryota	0
Q6FI13	2759	Eukaryota	0
Q8IXS0	2759	Eukaryota	0
Q6ZW35	207598	Homininae	27
P0DMU3	117571	Euteleostomi	11
Q6UWF9	33213	Bilateria	4
Q15884	33213	Bilateria	4
Q5XKK7	33213	Bilateria	4
Q7Z4H9	2759	Eukaryota	0
Q9UFP1	2759	Eukaryota	0
Q6UWH4	2759	Eukaryota	0
Q7Z5A9	33154	Opisthokonta	1
Q8N5Q1	33154	Opisthokonta	1
Q7L7L0	2759	Eukaryota	0
Q14153	33208	Metazoa	2
Q8N9W8	33154	Opisthokonta	1
Q8IXL6	2759	Eukaryota	0
P16930	2759	Eukaryota	0
Q96LP2	33154	Opisthokonta	1
Q9NX38	2759	Eukaryota	0
Q71UI9	2759	Eukaryota	0
P16104	2759	Eukaryota	0
P51161	2759	Eukaryota	0
O15540	2759	Eukaryota	0
P05413	2759	Eukaryota	0
Q93079	33208	Metazoa	2
Q99879	2759	Eukaryota	0
O75949	33208	Metazoa	2
Q5T9C2	2759	Eukaryota	0
Q5VUD6	2759	Eukaryota	0
P0C5Z0	2759	Eukaryota	0
Q9BXW9	2759	Eukaryota	0
Q9Y256	2759	Eukaryota	0
Q16778	33208	Metazoa	2
Q8N257	2759	Eukaryota	0
Q7Z2G1	1437010	Boreoeutheria	19
O95864	2759	Eukaryota	0
Q16695	2759	Eukaryota	0
Q6P587	2759	Eukaryota	0
P68431	2759	Eukaryota	0
Q9NVQ4	2759	Eukaryota	0
Q9NYQ8	2759	Eukaryota	0
Q8N539	2759	Eukaryota	0
Q53RD9	33213	Bilateria	4
P35555	2759	Eukaryota	0
A6NFH5	2759	Eukaryota	0
Q12805	2759	Eukaryota	0
Q96CD0	2759	Eukaryota	0
Q6PIJ6	2759	Eukaryota	0
Q96LA5	33208	Metazoa	2
Q96RD9	33208	Metazoa	2
Q9HCM7	2759	Eukaryota	0
Q7L513	33213	Bilateria	4
O96004	2759	Eukaryota	0
Q0JRZ9	2759	Eukaryota	0
Q13442	2759	Eukaryota	0
P39748	2759	Eukaryota	0
Q8TF76	2759	Eukaryota	0
Q9NQT5	2759	Eukaryota	0
Q86XD5	2759	Eukaryota	0
Q8TAG9	2759	Eukaryota	0
Q9Y6X4	2759	Eukaryota	0
Q5T8I3	2759	Eukaryota	0
Q5W0V3	33154	Opisthokonta	1
Q86V87	33154	Opisthokonta	1
Q9H098	6072	Eumetazoa	3
Q86V42	33208	Metazoa	2
P09467	2759	Eukaryota	0
Q99878	2759	Eukaryota	0
Q5VUB5	33154	Opisthokonta	1
A8MVW0	33154	Opisthokonta	1
Q8N0U4	33154	Opisthokonta	1
A6PVY3	2759	Eukaryota	0
Q8IXR5	33154	Opisthokonta	1
Q4G0N7	32524	Amniota	15
Q16877	2759	Eukaryota	0
Q8IW50	33213	Bilateria	4
P16118	2759	Eukaryota	0
Q8NDB6	33213	Bilateria	4
A6NFZ4	9347	Eutheria	18
Q8N5W8	9347	Eutheria	18
Q5T7M9	2759	Eukaryota	0
Q8TCE6	33208	Metazoa	2
Q17RN3	33208	Metazoa	2
Q8IVS2	2759	Eukaryota	0
P00740	2759	Eukaryota	0
O75367	2759	Eukaryota	0
P0C0S5	2759	Eukaryota	0
Q96A08	2759	Eukaryota	0
Q8NFF5	2759	Eukaryota	0
O75844	2759	Eukaryota	0
Q5QNW6	2759	Eukaryota	0
Q7L8L6	33208	Metazoa	2
Q96CS3	2759	Eukaryota	0
Q92520	6072	Eumetazoa	3
Q8IZU1	2759	Eukaryota	0
Q8IZU0	33213	Bilateria	4
Q8IYD8	2759	Eukaryota	0
Q8TC84	2759	Eukaryota	0
Q9BTP7	33208	Metazoa	2
Q9UKT8	33208	Metazoa	2
P57775	2759	Eukaryota	0
Q8TF61	33154	Opisthokonta	1
Q969H0	2759	Eukaryota	0
Q9UK97	2759	Eukaryota	0
O75636	2759	Eukaryota	0
P37268	2759	Eukaryota	0
Q96LA6	33208	Metazoa	2
Q17RC7	2759	Eukaryota	0
Q9NVH0	2759	Eukaryota	0
Q92522	2759	Eukaryota	0
Q92567	33154	Opisthokonta	1
Q6UXP7	6072	Eumetazoa	3
Q8N612	2759	Eukaryota	0
A5PLN7	2759	Eukaryota	0
Q969W3	33213	Bilateria	4
Q5T6X4	33208	Metazoa	2
Q6J272	33154	Opisthokonta	1
P50502	2759	Eukaryota	0
Q6P4H8	33154	Opisthokonta	1
Q32MH5	2759	Eukaryota	0
A6NE01	2759	Eukaryota	0
Q8N128	33208	Metazoa	2
A1A519	33213	Bilateria	4
Q86YD7	33154	Opisthokonta	1
Q6P4D5	6072	Eumetazoa	3
Q5JUQ0	2759	Eukaryota	0
P08709	2759	Eukaryota	0
Q52LJ0	33208	Metazoa	2
P0CF97	33208	Metazoa	2
Q5T0W9	33154	Opisthokonta	1
Q8NEG4	6072	Eumetazoa	3
A6ND36	2759	Eukaryota	0
Q5JX69	33213	Bilateria	4
Q92636	2759	Eukaryota	0
Q9HB96	2759	Eukaryota	0
Q8TDW7	2759	Eukaryota	0
Q5TGI0	2759	Eukaryota	0
P49327	33154	Opisthokonta	1
Q8TES7	2759	Eukaryota	0
Q8WUP2	2759	Eukaryota	0
P35556	2759	Eukaryota	0
P22087	2759	Eukaryota	0
Q7Z6M2	2759	Eukaryota	0
Q8NEA4	2759	Eukaryota	0
Q8N4B4	2759	Eukaryota	0
Q9UH90	2759	Eukaryota	0
O75426	33213	Bilateria	4
Q4G163	33208	Metazoa	2
Q13630	2759	Eukaryota	0
Q9NRD0	33208	Metazoa	2
Q8NI29	2759	Eukaryota	0
Q5MNV8	33154	Opisthokonta	1
P13765	2759	Eukaryota	0
Q9UKG1	33208	Metazoa	2
Q6PGQ1	2759	Eukaryota	0
P14416	2759	Eukaryota	0
P21918	2759	Eukaryota	0
P32926	2759	Eukaryota	0
P51452	2759	Eukaryota	0
Q6P1R4	2759	Eukaryota	0
Q9H596	2759	Eukaryota	0
O14641	2759	Eukaryota	0
Q92997	2759	Eukaryota	0
O00148	2759	Eukaryota	0
Q96FJ2	2759	Eukaryota	0
A2CJ06	33511	Deuterostomia	5
Q9H329	2759	Eukaryota	0
O75461	2759	Eukaryota	0
P43005	2759	Eukaryota	0
P50570	2759	Eukaryota	0
Q96JC9	2759	Eukaryota	0
Q01094	2759	Eukaryota	0
P0CF75	33511	Deuterostomia	5
O43854	33154	Opisthokonta	1
Q15760	33208	Metazoa	2
P14138	33213	Bilateria	4
Q05639	2759	Eukaryota	0
O00418	33154	Opisthokonta	1
Q49SQ1	33208	Metazoa	2
Q3B7T1	2759	Eukaryota	0
A4FU69	33154	Opisthokonta	1
Q96RP9	2759	Eukaryota	0
Q9HA90	33213	Bilateria	4
Q9NYM4	33208	Metazoa	2
Q9BY21	33154	Opisthokonta	1
Q9GZN0	33511	Deuterostomia	5
Q96M86	2759	Eukaryota	0
P49916	33208	Metazoa	2
O60496	6072	Eumetazoa	3
O14972	2759	Eukaryota	0
Q02487	2759	Eukaryota	0
Q14574	2759	Eukaryota	0
O60469	2759	Eukaryota	0
Q8N5C7	33154	Opisthokonta	1
Q9Y6W6	2759	Eukaryota	0
Q8WTR2	2759	Eukaryota	0
Q9NRW4	2759	Eukaryota	0
Q9C0G6	2759	Eukaryota	0
Q15329	2759	Eukaryota	0
Q9H4G0	2759	Eukaryota	0
Q92935	2759	Eukaryota	0
Q96MY7	33154	Opisthokonta	1
Q96B26	2759	Eukaryota	0
Q4KMX7	9526	Catarrhini	24
P04908	2759	Eukaryota	0
Q8IXS8	2759	Eukaryota	0
Q70Z53	2759	Eukaryota	0
Q8N9Y4	33208	Metazoa	2
Q5T319	33154	Opisthokonta	1
Q8N7L0	33208	Metazoa	2
O60320	33208	Metazoa	2
Q96MZ4	9526	Catarrhini	24
A2RU67	33154	Opisthokonta	1
P78312	2759	Eukaryota	0
Q96PV7	2759	Eukaryota	0
Q8N8J7	2759	Eukaryota	0
P23610	33208	Metazoa	2
P03951	2759	Eukaryota	0
O60825	2759	Eukaryota	0
Q8TBR7	2759	Eukaryota	0
Q6L9T8	2759	Eukaryota	0
Q6ZU69	6072	Eumetazoa	3
Q9NSI2	2759	Eukaryota	0
Q5VWN6	33208	Metazoa	2
Q5JX71	2759	Eukaryota	0
Q9BRX8	2759	Eukaryota	0
P07148	2759	Eukaryota	0
Q99880	33208	Metazoa	2
Q96PS1	33213	Bilateria	4
P57053	2759	Eukaryota	0
Q6P2I3	2759	Eukaryota	0
Q14CZ7	2759	Eukaryota	0
Q9NVI1	2759	Eukaryota	0
Q6V0I7	2759	Eukaryota	0
A6NHQ2	2759	Eukaryota	0
Q92466	2759	Eukaryota	0
P20711	2759	Eukaryota	0
Q9UHI6	33154	Opisthokonta	1
Q96GQ7	2759	Eukaryota	0
Q8WXF8	6072	Eumetazoa	3
Q08495	2759	Eukaryota	0
Q9Y315	2759	Eukaryota	0
Q6QHC5	2759	Eukaryota	0
Q16643	2759	Eukaryota	0
Q92915	2759	Eukaryota	0
Q6QHK4	2759	Eukaryota	0
P20930	2759	Eukaryota	0
Q8N6M3	33154	Opisthokonta	1
Q96SL8	2759	Eukaryota	0
Q9NYL4	2759	Eukaryota	0
P26885	2759	Eukaryota	0
Q00688	2759	Eukaryota	0
P21333	2759	Eukaryota	0
Q9UGQ2	33208	Metazoa	2
O95466	33154	Opisthokonta	1
Q68DA7	2759	Eukaryota	0
Q9UJU5	2759	Eukaryota	0
Q01167	2759	Eukaryota	0
P98177	33208	Metazoa	2
O94915	2759	Eukaryota	0
Q6MZW2	33208	Metazoa	2
Q9C0B1	33213	Bilateria	4
P07954	2759	Eukaryota	0
P19526	33154	Opisthokonta	1
Q6VB84	2759	Eukaryota	0
Q5VV16	2759	Eukaryota	0
Q6P4F1	2759	Eukaryota	0
Q9UF56	2759	Eukaryota	0
Q96IV6	2759	Eukaryota	0
Q96N19	2759	Eukaryota	0
Q8IWF2	33154	Opisthokonta	1
P18505	2759	Eukaryota	0
P28476	2759	Eukaryota	0
P78334	2759	Eukaryota	0
O75603	33154	Opisthokonta	1
Q92616	2759	Eukaryota	0
Q9UGJ1	2759	Eukaryota	0
Q9NP62	33154	Opisthokonta	1
Q02742	2759	Eukaryota	0
P23434	2759	Eukaryota	0
P23378	2759	Eukaryota	0
P15515	1437010	Boreoeutheria	19
O14793	6072	Eumetazoa	3
P39905	33213	Bilateria	4
Q99988	33213	Bilateria	4
P50395	2759	Eukaryota	0
P33402	33208	Metazoa	2
Q8TEQ6	33154	Opisthokonta	1
P56159	33154	Opisthokonta	1
Q6UXV0	33213	Bilateria	4
Q9H3K2	2759	Eukaryota	0
O75420	2759	Eukaryota	0
Q8TF64	2759	Eukaryota	0
P09681	33213	Bilateria	4
Q9UBU3	33213	Bilateria	4
Q9NWU2	2759	Eukaryota	0
Q9H1C3	2759	Eukaryota	0
Q92538	2759	Eukaryota	0
P32455	2759	Eukaryota	0
P18507	2759	Eukaryota	0
Q9UN88	2759	Eukaryota	0
Q14549	2759	Eukaryota	0
P52951	2759	Eukaryota	0
Q96RT8	2759	Eukaryota	0
Q8N6F7	33213	Bilateria	4
P07093	2759	Eukaryota	0
Q9NXN4	2759	Eukaryota	0
Q6W3E5	2759	Eukaryota	0
O14893	2759	Eukaryota	0
P57678	33154	Opisthokonta	1
Q86XP6	33213	Bilateria	4
Q86VQ1	2759	Eukaryota	0
P15516	1437010	Boreoeutheria	19
Q53GS7	2759	Eukaryota	0
Q9BZE0	2759	Eukaryota	0
Q5JRK9	33213	Bilateria	4
B5MD39	2759	Eukaryota	0
P10071	33154	Opisthokonta	1
Q9H4A5	2759	Eukaryota	0
O75311	2759	Eukaryota	0
Q8IXK2	2759	Eukaryota	0
Q9UKD1	33208	Metazoa	2
Q02108	33208	Metazoa	2
Q9H840	33154	Opisthokonta	1
Q99684	2759	Eukaryota	0
Q9UJY4	33208	Metazoa	2
Q9NXC2	2759	Eukaryota	0
Q3B7J2	2759	Eukaryota	0
A1L429	2759	Eukaryota	0
A6NDE8	33213	Bilateria	4
A6NER3	33213	Bilateria	4
Q92847	33208	Metazoa	2
Q6ZMI3	2759	Eukaryota	0
Q9Y223	2759	Eukaryota	0
Q16775	2759	Eukaryota	0
P23416	2759	Eukaryota	0
Q5JXX5	2759	Eukaryota	0
P48167	2759	Eukaryota	0
Q86SR1	2759	Eukaryota	0
Q8N3T1	2759	Eukaryota	0
Q6IB77	2759	Eukaryota	0
Q92990	2759	Eukaryota	0
P15421	2759	Eukaryota	0
Q14410	2759	Eukaryota	0
P32189	2759	Eukaryota	0
Q9NS18	2759	Eukaryota	0
O94925	33154	Opisthokonta	1
Q9UI32	33154	Opisthokonta	1
Q7Z3D6	2759	Eukaryota	0
Q8IUC8	2759	Eukaryota	0
Q7Z4T8	2759	Eukaryota	0
P14672	2759	Eukaryota	0
Q8N8V2	2759	Eukaryota	0
P16383	2759	Eukaryota	0
Q8N1C3	2759	Eukaryota	0
P35573	2759	Eukaryota	0
Q9UK05	33154	Opisthokonta	1
Q9NR23	2759	Eukaryota	0
P06396	2759	Eukaryota	0
Q8WXD5	33154	Opisthokonta	1
P14136	2759	Eukaryota	0
O94808	2759	Eukaryota	0
Q9H3C7	2759	Eukaryota	0
Q92820	2759	Eukaryota	0
P19440	2759	Eukaryota	0
Q9BX51	2759	Eukaryota	0
Q9UJY5	33208	Metazoa	2
P48546	2759	Eukaryota	0
Q14161	33208	Metazoa	2
P10070	33154	Opisthokonta	1
P31644	2759	Eukaryota	0
P63211	33154	Opisthokonta	1
P63215	33154	Opisthokonta	1
Q86Z02	2759	Eukaryota	0
Q9H2X6	2759	Eukaryota	0
O14764	2759	Eukaryota	0
Q96CW5	2759	Eukaryota	0
Q96RT7	2759	Eukaryota	0
Q9BW71	2759	Eukaryota	0
Q9P109	2759	Eukaryota	0
Q8TB36	2759	Eukaryota	0
